strain,Mash_cluster,Source
GCA_021866925.1_PDT001207266.1_genomic.fasta,8950,Animal
GCA_022331925.1_PDT000537920.1_genomic.fasta,1460,Human
GCA_021865995.1_PDT001207394.1_genomic.fasta,1300,Animal
GCA_900501905.1_18623_2_12_genomic.fasta,3381,Human
GCA_033900285.1_ASM3390028v1_genomic.fasta,9239,Human
GCA_022147125.1_PDT001244080.1_genomic.fasta,7047,Human
GCA_022183685.1_PDT000723867.1_genomic.fasta,960,Animal
GCA_022111915.1_PDT001245356.1_genomic.fasta,5004,Human
GCA_022201665.1_PDT000685635.1_genomic.fasta,3717,Animal
GCA_032070605.1_PDT001905059.1_genomic.fasta,2866,Human
GCA_033085755.1_PDT001954479.1_genomic.fasta,8434,Human
GCA_023530885.1_PDT001313949.1_genomic.fasta,5875,Animal
GCA_017597165.1_ASM1759716v1_genomic.fasta,3797,Animal
GCA_021861305.1_PDT001208253.1_genomic.fasta,574,Human
GCA_022110295.1_PDT001244067.1_genomic.fasta,4739,Human
GCA_023980625.1_PDT001347431.1_genomic.fasta,5936,Animal
GCA_019428405.1_ASM1942840v1_genomic.fasta,5879,Animal
GCA_900559915.1_9221_7_31_genomic.fasta,965,Human
GCA_028891075.1_ASM2889107v1_genomic.fasta,5913,Animal
GCA_016136575.1_ASM1613657v1_genomic.fasta,6382,Human
GCA_023980525.1_PDT001347435.1_genomic.fasta,5582,Animal
GCA_021927665.1_PDT001091751.1_genomic.fasta,4974,Human
GCA_032128505.1_PDT001903432.1_genomic.fasta,8757,Human
GCA_900171815.1_17261_7_1_genomic.fasta,1360,Animal
GCA_021866715.1_PDT001207291.1_genomic.fasta,6037,Food
GCA_019798185.1_ASM1979818v1_genomic.fasta,8319,Human
GCA_036950305.1_ASM3695030v1_genomic.fasta,8448,Animal
GCA_039566125.1_ASM3956612v1_genomic.fasta,8845,Food
GCA_030128345.1_ASM3012834v1_genomic.fasta,3961,Environment
GCA_017596385.1_ASM1759638v1_genomic.fasta,6104,Animal
GCA_902703945.1_Kpngiani7132577_genomic.fasta,9329,Human
GCA_031174905.1_PDT001873489.1_genomic.fasta,7625,Human
GCA_022201985.1_PDT000685569.1_genomic.fasta,8499,Environment
GCA_028561055.1_PDT001610668.1_genomic.fasta,112,Human
GCA_900174245.1_20925_2_173_genomic.fasta,1417,Environment
GCA_021783495.1_PDT001227749.1_genomic.fasta,1933,Human
GCA_034131865.1_ASM3413186v1_genomic.fasta,2661,Human
GCA_017596645.1_ASM1759664v1_genomic.fasta,2263,Animal
GCA_022121985.1_PDT001245163.1_genomic.fasta,1487,Human
GCA_022322005.1_PDT000537581.1_genomic.fasta,3784,Human
GCA_022183985.1_PDT000723804.1_genomic.fasta,2185,Human
GCA_023979445.1_PDT001347523.1_genomic.fasta,5895,Animal
GCA_021137855.1_ASM2113785v1_genomic.fasta,6139,Human
GCA_022198685.1_PDT000708407.1_genomic.fasta,9103,Animal
GCA_032138325.1_PDT001902970.1_genomic.fasta,8494,Human
GCA_019678935.1_ASM1967893v1_genomic.fasta,730,Animal
GCA_956465395.1_31_P1_12_genomic.fasta,7321,Environment
GCA_900506685.1_19506_1_22_genomic.fasta,652,Human
GCA_022790365.1_ASM2279036v1_genomic.fasta,6906,Environment
GCA_900511505.1_17870_5_36_genomic.fasta,4658,Human
GCA_021840095.1_PDT001216458.1_genomic.fasta,7671,Human
GCA_022169005.1_PDT000849126.1_genomic.fasta,8278,Human
GCA_022113155.1_PDT001244876.1_genomic.fasta,6193,Human
GCA_034864625.1_ASM3486462v1_genomic.fasta,3205,Animal
GCA_021866555.1_PDT001207366.1_genomic.fasta,3497,Animal
GCA_033251225.1_ASM3325122v1_genomic.fasta,4593,Human
GCA_022203865.1_PDT000674611.1_genomic.fasta,8388,Animal
GCA_900559575.1_9664_8_2_genomic.fasta,1855,Human
GCA_021980375.1_PDT001010400.1_genomic.fasta,6460,Animal
GCA_021837765.1_PDT001216498.1_genomic.fasta,8250,Human
GCA_956480355.1_SP03034-BL-KP-190225_contigs_filtered.fa.gz_genomic.fasta,270,Human
GCA_900172715.1_18090_4_65_genomic.fasta,9303,Environment
GCA_022789805.1_ASM2278980v1_genomic.fasta,5224,Environment
GCA_022190105.1_PDT000715396.1_genomic.fasta,2789,Human
GCA_022790215.1_ASM2279021v1_genomic.fasta,316,Environment
GCA_020115175.1_ASM2011517v1_genomic.fasta,6766,Human
GCA_034864445.1_ASM3486444v1_genomic.fasta,3581,Animal
GCA_022111675.1_PDT001244118.1_genomic.fasta,4437,Human
GCA_022200745.1_PDT000706724.1_genomic.fasta,2470,Animal
GCA_035594725.1_ASM3559472v1_genomic.fasta,7739,Human
GCA_021924605.1_PDT001091952.1_genomic.fasta,2785,Human
GCA_016491625.1_ASM1649162v1_genomic.fasta,7673,Environment
GCA_041077115.1_ASM4107711v1_genomic.fasta,7145,Human
GCA_023980725.1_PDT001347426.1_genomic.fasta,8593,Animal
GCA_022183705.1_PDT000723854.1_genomic.fasta,702,Animal
GCA_017596145.1_ASM1759614v1_genomic.fasta,8613,Animal
GCA_036949905.1_ASM3694990v1_genomic.fasta,1324,Animal
GCA_019677935.1_ASM1967793v1_genomic.fasta,6641,Animal
GCA_031852685.1_ASM3185268v1_genomic.fasta,7308,Human
GCA_017596205.1_ASM1759620v1_genomic.fasta,7939,Animal
GCA_021976675.1_PDT001011454.1_genomic.fasta,5779,Human
GCA_900501845.1_18623_2_115_genomic.fasta,3019,Human
GCA_034864845.1_ASM3486484v1_genomic.fasta,8711,Animal
GCA_956465695.1_30_P0_15_genomic.fasta,1267,Animal
GCA_020577695.1_ASM2057769v1_genomic.fasta,2115,Human
GCA_013707355.1_ASM1370735v1_genomic.fasta,1029,Environment
GCA_028655535.1_ASM2865553v1_genomic.fasta,4596,Human
GCA_021856885.1_PDT001209202.1_genomic.fasta,3706,Environment
GCA_900517655.1_18489_5_18_genomic.fasta,4208,Human
GCA_035830415.1_ASM3583041v1_genomic.fasta,952,Animal
GCA_023980305.1_PDT001347450.1_genomic.fasta,9246,Animal
GCA_009710065.1_ASM971006v1_genomic.fasta,3908,Human
GCA_018420865.1_ASM1842086v1_genomic.fasta,2693,Human
GCA_034863665.1_ASM3486366v1_genomic.fasta,4116,Animal
GCA_021980695.1_PDT001010415.1_genomic.fasta,9163,Environment
GCA_036347655.1_ASM3634765v1_genomic.fasta,6375,Environment
GCA_032719975.1_PDT001927096.1_genomic.fasta,3909,Human
GCA_900084085.1_11983_8_29_genomic.fasta,562,Human
GCA_022182825.1_PDT000724029.1_genomic.fasta,210,Animal
GCA_032720135.1_PDT001927087.1_genomic.fasta,3440,Human
GCA_019093225.1_ASM1909322v1_genomic.fasta,8798,Environment
GCA_032138525.1_PDT001902959.1_genomic.fasta,8887,Human
GCA_022202625.1_PDT000685411.1_genomic.fasta,2542,Animal
GCA_013811845.1_ASM1381184v1_genomic.fasta,5428,Animal
GCA_022790385.1_ASM2279038v1_genomic.fasta,5771,Environment
GCA_036621175.1_ASM3662117v1_genomic.fasta,3300,Human
GCA_035829915.1_ASM3582991v1_genomic.fasta,3701,Animal
GCA_021788695.1_PDT001227618.1_genomic.fasta,8383,Human
GCA_022159185.1_PDT001243660.1_genomic.fasta,2902,Human
GCA_021788975.1_PDT001227610.1_genomic.fasta,8867,Human
GCA_022203005.1_PDT000674699.1_genomic.fasta,552,Environment
GCA_025026575.1_ASM2502657v1_genomic.fasta,8405,Animal
GCA_028883255.1_ASM2888325v1_genomic.fasta,2189,Animal
GCA_029077845.1_ASM2907784v1_genomic.fasta,2481,Human
GCA_021974035.1_PDT001011652.1_genomic.fasta,6811,Human
GCA_001701985.1_ASM170198v1_genomic.fasta,5818,Human
GCA_016527295.1_ASM1652729v1_genomic.fasta,3859,Human
GCA_021866955.1_PDT001207268.1_genomic.fasta,5874,Animal
GCA_013602855.1_ASM1360285v1_genomic.fasta,4720,Human
GCA_947575615.1_NRZ-79707a_genomic.fasta,6537,Human
GCA_022200865.1_PDT000706666.1_genomic.fasta,3477,Animal
GCA_021926545.1_PDT001091826.1_genomic.fasta,1137,Human
GCA_025026735.1_ASM2502673v1_genomic.fasta,5935,Animal
GCA_028883315.1_ASM2888331v1_genomic.fasta,2074,Human
GCA_034864265.1_ASM3486426v1_genomic.fasta,5524,Animal
GCA_034864145.1_ASM3486414v1_genomic.fasta,2914,Animal
GCA_900505565.1_19084_4_176_genomic.fasta,7828,Human
GCA_900506255.1_19084_4_96_genomic.fasta,7717,Human
GCA_022520555.1_PDT001260169.1_genomic.fasta,428,Environment
GCA_035597335.1_ASM3559733v1_genomic.fasta,4105,Human
GCA_022200465.1_PDT000706794.1_genomic.fasta,8389,Animal
GCA_035830195.1_ASM3583019v1_genomic.fasta,5963,Animal
GCA_019678455.1_ASM1967845v1_genomic.fasta,4651,Animal
GCA_022147925.1_PDT001244842.1_genomic.fasta,9041,Human
GCA_900512425.1_18174_4_26_genomic.fasta,1299,Human
GCA_900172185.1_16189_8_12_genomic.fasta,2714,Environment
GCA_022502945.1_PDT001261501.1_genomic.fasta,4261,Animal
GCA_032076745.1_PDT001904940.1_genomic.fasta,6677,Human
GCA_022170385.1_PDT000798788.1_genomic.fasta,2762,Human
GCA_021880195.1_PDT001196533.1_genomic.fasta,1306,Food
GCA_905330185.2_AI2850v1_cpp_genomic.fasta,1132,Human
GCA_025026555.1_ASM2502655v1_genomic.fasta,9140,Animal
GCA_013826045.1_ASM1382604v1_genomic.fasta,6119,Animal
GCA_956473415.1_GR13125-BL-KP-190405_contigs_filtered.fa.gz_genomic.fasta,292,Human
GCA_025875245.1_PDT001468100.1_genomic.fasta,4718,Human
GCA_021865135.1_PDT001208135.1_genomic.fasta,4841,Human
GCA_022183345.1_PDT000723898.1_genomic.fasta,5276,Animal
GCA_032071285.1_PDT001905031.1_genomic.fasta,694,Human
GCA_900513025.1_18174_5_119_genomic.fasta,5372,Human
GCA_017596625.1_ASM1759662v1_genomic.fasta,3796,Animal
GCA_900171705.1_16404_3_30_genomic.fasta,586,Environment
GCA_901420925.1_39888_B01_genomic.fasta,5567,Human
GCA_027948105.1_PDT001580491.1_genomic.fasta,3057,Human
GCA_032128355.1_PDT001903444.1_genomic.fasta,3562,Human
GCA_015645865.1_ASM1564586v1_genomic.fasta,1242,Human
GCA_023979985.1_PDT001347483.1_genomic.fasta,969,Animal
GCA_034864205.1_ASM3486420v1_genomic.fasta,756,Animal
GCA_030644625.1_ASM3064462v1_genomic.fasta,6048,Animal
GCA_035008305.1_ASM3500830v1_genomic.fasta,3898,Environment
GCA_036952485.1_ASM3695248v1_genomic.fasta,2420,Animal
GCA_023982595.1_PDT001347403.1_genomic.fasta,6509,Animal
GCA_900504315.1_19084_3_166_genomic.fasta,4756,Human
GCA_022124445.1_PDT001244414.1_genomic.fasta,8884,Human
GCA_036952165.1_ASM3695216v1_genomic.fasta,8523,Animal
GCA_032721535.1_PDT001927023.1_genomic.fasta,4571,Human
GCA_021856505.1_PDT001209280.1_genomic.fasta,7502,Human
GCA_023982535.1_PDT001347412.1_genomic.fasta,828,Animal
GCA_022201245.1_PDT000706641.1_genomic.fasta,8459,Animal
GCA_021928755.1_PDT001091690.1_genomic.fasta,2704,Human
GCA_001460475.1_ASM146047v1_genomic.fasta,748,Human
GCA_017595805.1_ASM1759580v1_genomic.fasta,1577,Animal
GCA_956449255.1_31_P3_8_genomic.fasta,3068,Animal
GCA_022184705.1_PDT000716804.1_genomic.fasta,7883,Animal
GCA_025879685.1_PDT001467834.1_genomic.fasta,5707,Human
GCA_022790405.1_ASM2279040v1_genomic.fasta,6097,Environment
GCA_001597015.1_ASM159701v1_genomic.fasta,2289,Human
GCA_025880605.1_PDT001467813.1_genomic.fasta,3659,Human
GCA_034864485.1_ASM3486448v1_genomic.fasta,3722,Animal
GCA_036348915.1_ASM3634891v1_genomic.fasta,9254,Animal
GCA_032077225.1_PDT001904923.1_genomic.fasta,369,Human
GCA_021865535.1_PDT001207414.1_genomic.fasta,5618,Food
GCA_900510575.1_17870_2_82_genomic.fasta,9034,Human
GCA_021857125.1_PDT001209163.1_genomic.fasta,8507,Environment
GCA_036236955.1_ASM3623695v1_genomic.fasta,680,Animal
GCA_926498325.1_102285_genomic.fasta,7086,Human
GCA_037285565.1_ASM3728556v1_genomic.fasta,3579,Environment
GCA_902161835.1_25426_7_316_genomic.fasta,6775,Human
GCA_017597245.1_ASM1759724v1_genomic.fasta,4830,Animal
GCA_022168065.1_PDT000849165.1_genomic.fasta,8056,Human
GCA_022788935.1_ASM2278893v1_genomic.fasta,5164,Environment
GCA_024491035.1_PDT001373208.1_genomic.fasta,4458,Human
GCA_022789965.1_ASM2278996v1_genomic.fasta,9160,Environment
GCA_900515125.1_18174_6_66_genomic.fasta,4017,Human
GCA_011058615.1_ASM1105861v1_genomic.fasta,858,Human
GCA_034864745.1_ASM3486474v1_genomic.fasta,5260,Animal
GCA_021978855.1_PDT001011266.1_genomic.fasta,1362,Human
GCA_022100535.1_PDT001243901.1_genomic.fasta,5689,Human
GCA_021866695.1_PDT001207292.1_genomic.fasta,2913,Food
GCA_020576615.1_ASM2057661v1_genomic.fasta,2060,Human
GCA_956480185.1_SP01085-BL-KP-190311_contigs_filtered.fa.gz_genomic.fasta,4955,Human
GCA_021938055.1_PDT001076089.1_genomic.fasta,3471,Animal
GCA_900559605.1_9221_7_68_genomic.fasta,1230,Human
GCA_033085795.1_PDT001954476.1_genomic.fasta,2647,Human
GCA_017596835.1_ASM1759683v1_genomic.fasta,2133,Animal
GCA_901420795.1_40087_E01_genomic.fasta,5988,Human
GCA_021879995.1_PDT001196543.1_genomic.fasta,1233,Food
GCA_022789345.1_ASM2278934v1_genomic.fasta,3583,Environment
GCA_018138585.1_ASM1813858v1_genomic.fasta,2951,Human
GCA_900517045.1_18174_8_58_genomic.fasta,4653,Human
GCA_900511475.1_17870_5_29_genomic.fasta,7980,Human
GCA_900517545.1_18489_5_154_genomic.fasta,1917,Human
GCA_023961235.1_PDT001347489.1_genomic.fasta,5375,Animal
GCA_902156035.1_18174_4_75_genomic.fasta,1277,Human
GCA_034865625.1_ASM3486562v1_genomic.fasta,5620,Animal
GCA_020525985.1_ASM2052598v1_genomic.fasta,196,Environment
GCA_021917885.1_PDT001092371.1_genomic.fasta,951,Human
GCA_004004775.1_ASM400477v1_genomic.fasta,4805,Environment
GCA_032721195.1_PDT001927042.1_genomic.fasta,7616,Human
GCA_030128965.1_ASM3012896v1_genomic.fasta,4765,Animal
GCA_025026605.1_ASM2502660v1_genomic.fasta,3457,Animal
GCA_035829515.1_ASM3582951v1_genomic.fasta,928,Animal
GCA_009710675.1_ASM971067v1_genomic.fasta,5905,Environment
GCA_034864345.1_ASM3486434v1_genomic.fasta,1122,Animal
GCA_022161685.1_PDT001243394.1_genomic.fasta,4685,Human
GCA_004005185.1_ASM400518v1_genomic.fasta,4384,Environment
GCA_032044705.1_PDT001903397.1_genomic.fasta,4886,Human
GCA_949551565.1_1_P2_10_genomic.fasta,32,Animal
GCA_036687425.1_B20121_genomic.fasta,6980,Environment
GCA_021973455.1_PDT001012863.1_genomic.fasta,9241,Human
GCA_019679305.1_ASM1967930v1_genomic.fasta,9288,Animal
GCA_021879875.1_PDT001196547.1_genomic.fasta,1060,Food
GCA_023660375.1_ASM2366037v1_genomic.fasta,3816,Human
GCA_014877755.1_ASM1487775v1_genomic.fasta,4675,Human
GCA_021879835.1_PDT001196551.1_genomic.fasta,1308,Food
GCA_956476295.1_GR15001-UR-KP-merged_contigs_filtered.fa.gz_genomic.fasta,8234,Human
GCA_018439965.1_ASM1843996v1_genomic.fasta,1665,Human
GCA_027131485.1_PDT001538070.1_genomic.fasta,3777,Human
GCA_022789885.1_ASM2278988v1_genomic.fasta,8476,Environment
GCA_016137325.1_ASM1613732v1_genomic.fasta,7978,Human
GCA_022201785.1_PDT000685629.1_genomic.fasta,3455,Animal
GCA_032130375.1_PDT001903288.1_genomic.fasta,8726,Human
GCA_030127925.1_ASM3012792v1_genomic.fasta,8818,Environment
GCA_022789135.1_ASM2278913v1_genomic.fasta,2842,Environment
GCA_021980335.1_PDT001010404.1_genomic.fasta,3486,Animal
GCA_030551705.1_ASM3055170v1_genomic.fasta,3899,Human
GCA_024268125.1_ASM2426812v1_genomic.fasta,2933,Human
GCA_001701835.2_ASM170183v2_genomic.fasta,7845,Human
GCA_022190325.1_PDT000715386.1_genomic.fasta,7348,Human
GCA_021943655.1_PDT001042194.1_genomic.fasta,4607,Human
GCA_032064065.1_PDT001905185.1_genomic.fasta,9249,Human
GCA_949554095.1_17_P2_5A_genomic.fasta,2226,Animal
GCA_900174255.1_20925_2_172_genomic.fasta,8335,Environment
GCA_022123565.1_PDT001244700.1_genomic.fasta,1706,Human
GCA_900501605.1_18623_1_88_genomic.fasta,7831,Human
GCA_002307335.2_ASM230733v2_genomic.fasta,3194,Human
GCA_900291535.1_AOUP-UMCG-1074_genomic.fasta,7492,Human
GCA_034492965.1_ASM3449296v1_genomic.fasta,1282,Human
GCA_020525965.1_ASM2052596v1_genomic.fasta,916,Environment
GCA_029148755.1_PDT001654493.1_genomic.fasta,1982,Human
GCA_026271135.1_PDT001490782.1_genomic.fasta,6841,Human
GCA_022203725.1_PDT000674651.1_genomic.fasta,2871,Human
GCA_036687385.1_B18235_genomic.fasta,7856,Environment
GCA_023979945.1_PDT001347482.1_genomic.fasta,3207,Animal
GCA_022202865.1_PDT000674724.1_genomic.fasta,6517,Animal
GCA_022099615.1_PDT001243976.1_genomic.fasta,146,Human
GCA_022199545.1_PDT000708287.1_genomic.fasta,8812,Animal
GCA_025879645.1_PDT001467839.1_genomic.fasta,5709,Human
GCA_022320245.1_PDT000537779.1_genomic.fasta,4932,Animal
GCA_902704255.1_Kpngiani7132621_genomic.fasta,7233,Human
GCA_030127985.1_ASM3012798v1_genomic.fasta,5452,Environment
GCA_036913775.1_ASM3691377v1_genomic.fasta,5076,Human
GCA_023979685.1_PDT001347507.1_genomic.fasta,8873,Animal
GCA_017597505.1_ASM1759750v1_genomic.fasta,2232,Animal
GCA_021917435.1_PDT001092395.1_genomic.fasta,5335,Human
GCA_022117315.1_PDT001244554.1_genomic.fasta,105,Human
GCA_021921645.1_PDT001092091.1_genomic.fasta,6774,Human
GCA_023274195.1_ASM2327419v1_genomic.fasta,7028,Human
GCA_900512405.1_18174_4_34_genomic.fasta,9225,Human
GCA_028883465.1_ASM2888346v1_genomic.fasta,5540,Human
GCA_036952345.1_ASM3695234v1_genomic.fasta,3417,Animal
GCA_021503795.1_ASM2150379v1_genomic.fasta,9212,Environment
GCA_022156245.1_PDT001243957.1_genomic.fasta,2334,Human
GCA_035284285.1_ASM3528428v1_genomic.fasta,7916,Animal
GCA_021879795.1_PDT001196554.1_genomic.fasta,972,Food
GCA_019679375.1_ASM1967937v1_genomic.fasta,3485,Animal
GCA_022183105.1_PDT000723961.1_genomic.fasta,5366,Environment
GCA_032074105.1_PDT001904995.1_genomic.fasta,1214,Human
GCA_900172825.1_20794_7_119_genomic.fasta,1468,Environment
GCA_900506175.1_19084_4_88_genomic.fasta,7697,Human
GCA_022203385.1_PDT000674669.1_genomic.fasta,5220,Animal
GCA_902166475.1_25964_2_100_genomic.fasta,3032,Human
GCA_022519425.1_PDT001260070.1_genomic.fasta,7953,Environment
GCA_022198865.1_PDT000708377.1_genomic.fasta,3366,Animal
GCA_022114655.1_PDT001244387.1_genomic.fasta,1614,Human
GCA_018446575.2_ASM1844657v2_genomic.fasta,8941,Human
GCA_034863565.1_ASM3486356v1_genomic.fasta,1580,Animal
GCA_030644545.1_ASM3064454v1_genomic.fasta,8496,Animal
GCA_034864765.1_ASM3486476v1_genomic.fasta,308,Animal
GCA_905219215.2_AI2706v1_cp_genomic.fasta,7512,Human
GCA_016137775.1_ASM1613777v1_genomic.fasta,7970,Human
GCA_022200285.1_PDT000706810.1_genomic.fasta,9290,Environment
GCA_026271095.1_PDT001490784.1_genomic.fasta,6947,Human
GCA_023979265.1_PDT001347531.1_genomic.fasta,5611,Animal
GCA_022315305.1_PDT000136177.2_genomic.fasta,2948,Human
GCA_025875745.1_PDT001468075.1_genomic.fasta,4476,Human
GCA_030911465.1_ASM3091146v1_genomic.fasta,5000,Human
GCA_017975075.1_ASM1797507v1_genomic.fasta,4281,Human
GCA_022789105.1_ASM2278910v1_genomic.fasta,2508,Environment
GCA_035284265.1_ASM3528426v1_genomic.fasta,4144,Animal
GCA_009208625.1_ASM920862v1_genomic.fasta,8724,Human
GCA_900514005.1_18174_5_81_genomic.fasta,7567,Human
GCA_026114085.1_ASM2611408v1_genomic.fasta,7482,Human
GCA_900501715.1_18623_2_10_genomic.fasta,3125,Human
GCA_023274535.1_ASM2327453v1_genomic.fasta,1781,Human
GCA_022200685.1_PDT000706731.1_genomic.fasta,5602,Animal
GCA_019428305.1_ASM1942830v1_genomic.fasta,2662,Animal
GCA_022200025.1_PDT000706859.1_genomic.fasta,2725,Environment
GCA_900515575.1_18174_7_123_genomic.fasta,2240,Human
GCA_022161305.1_PDT001243433.1_genomic.fasta,2148,Human
GCA_023980815.1_PDT001347422.1_genomic.fasta,8360,Animal
GCA_947390115.1_17-8104656_assembly_genomic.fasta,2399,Human
GCA_024447115.1_PDT001368834.1_genomic.fasta,2026,Human
GCA_032072685.1_PDT001905011.1_genomic.fasta,4880,Human
GCA_017596225.1_ASM1759622v1_genomic.fasta,7937,Animal
GCA_013731735.1_ASM1373173v1_genomic.fasta,5038,Environment
GCA_033549645.1_ASM3354964v1_genomic.fasta,120,Human
GCA_022789595.1_ASM2278959v1_genomic.fasta,2843,Environment
GCA_033550615.1_PDT001979162.1_genomic.fasta,1040,Animal
GCA_947573335.1_NRZ-75147_genomic.fasta,4241,Human
GCA_022749025.1_ASM2274902v1_genomic.fasta,3011,Human
GCA_028559775.1_PDT001610682.1_genomic.fasta,8808,Human
GCA_926498335.1_67680_genomic.fasta,7126,Human
GCA_040796825.1_ASM4079682v1_genomic.fasta,7655,Human
GCA_032042635.1_PDT001902866.1_genomic.fasta,3646,Human
GCA_949630095.1_17_P1_7_genomic.fasta,4203,Animal
GCA_030144645.1_ASM3014464v1_genomic.fasta,3628,Environment
GCA_032076545.1_PDT001904947.1_genomic.fasta,5949,Human
GCA_020576715.1_ASM2057671v1_genomic.fasta,4617,Human
GCA_956456425.1_24_P2_24_genomic.fasta,7773,Animal
GCA_900512565.1_18174_4_56_genomic.fasta,6895,Human
GCA_022026255.1_PDT000929561.1_genomic.fasta,3740,Human
GCA_022183585.1_PDT000723906.1_genomic.fasta,3611,Animal
GCA_009661575.1_ASM966157v1_genomic.fasta,2993,Human
GCA_033123325.1_PDT001958028.1_genomic.fasta,1595,Human
GCA_016138455.1_ASM1613845v1_genomic.fasta,7993,Human
GCA_900498855.1_ASMTUEKL_55_genomic.fasta,5543,Human
GCA_022313935.1_PDT000136263.2_genomic.fasta,42,Human
GCA_041076575.1_ASM4107657v1_genomic.fasta,6633,Human
GCA_036950965.1_ASM3695096v1_genomic.fasta,2418,Animal
GCA_022183645.1_PDT000723863.1_genomic.fasta,571,Animal
GCA_022199405.1_PDT000708302.1_genomic.fasta,9092,Environment
GCA_022199105.1_PDT000708345.1_genomic.fasta,3429,Environment
GCA_900500955.1_18489_5_96_genomic.fasta,3694,Human
GCA_907275085.1_P29_C1_genomic.fasta,4200,Animal
GCA_022183405.1_PDT000723880.1_genomic.fasta,1608,Animal
GCA_900507565.1_19646_2_2_genomic.fasta,4481,Human
GCA_019732495.1_ASM1973249v1_genomic.fasta,1108,Human
GCA_035830735.1_ASM3583073v1_genomic.fasta,2482,Animal
GCA_038149345.1_ASM3814934v1_genomic.fasta,4922,Human
GCA_022201325.1_PDT000706633.1_genomic.fasta,2864,Human
GCA_017595915.1_ASM1759591v1_genomic.fasta,5463,Animal
GCA_017972805.1_ASM1797280v1_genomic.fasta,3998,Human
GCA_916160925.1_003964_INSP129_genomic.fasta,2638,Human
GCA_956465405.1_20_P3_16_genomic.fasta,9258,Animal
GCA_018441365.1_ASM1844136v1_genomic.fasta,5747,Human
GCA_034863765.1_ASM3486376v1_genomic.fasta,8953,Animal
GCA_036951305.1_ASM3695130v1_genomic.fasta,1320,Animal
GCA_021895515.1_PDT001191081.1_genomic.fasta,7810,Human
GCA_022320305.1_PDT000537775.1_genomic.fasta,1328,Animal
GCA_034865165.1_ASM3486516v1_genomic.fasta,654,Animal
GCA_023528835.1_PDT001313945.1_genomic.fasta,3418,Animal
GCA_034864425.1_ASM3486442v1_genomic.fasta,1125,Animal
GCA_022239605.1_PDT000441640.1_genomic.fasta,6240,Human
GCA_027866285.1_PDT001562000.1_genomic.fasta,4124,Human
GCA_022267915.1_PDT000434816.1_genomic.fasta,4633,Human
GCA_009710125.1_ASM971012v1_genomic.fasta,7263,Human
GCA_902163275.1_25964_2_115_genomic.fasta,8880,Human
GCA_033550815.1_PDT001979151.1_genomic.fasta,4008,Animal
GCA_020119715.1_ASM2011971v1_genomic.fasta,4157,Human
GCA_013805705.1_ASM1380570v1_genomic.fasta,8414,Animal
GCA_956447215.1_26_P2_20_genomic.fasta,2211,Animal
GCA_022528985.1_PDT001260192.1_genomic.fasta,2787,Environment
GCA_900512435.1_18174_4_38_genomic.fasta,6857,Human
GCA_035829675.1_ASM3582967v1_genomic.fasta,5961,Animal
GCA_030644565.1_ASM3064456v1_genomic.fasta,8789,Animal
GCA_021855885.1_PDT001209411.1_genomic.fasta,3592,Animal
GCA_956465375.1_24_P2_12_genomic.fasta,1481,Animal
GCA_900501145.1_18623_1_134_genomic.fasta,3888,Human
GCA_022790115.1_ASM2279011v1_genomic.fasta,6076,Environment
GCA_022200485.1_PDT000706789.1_genomic.fasta,6790,Animal
GCA_016138075.1_ASM1613807v1_genomic.fasta,2922,Human
GCA_900498335.1_ASMTUEKL_26_genomic.fasta,3052,Human
GCA_022184445.1_PDT000723774.1_genomic.fasta,6079,Animal
GCA_022204145.1_PDT000674603.1_genomic.fasta,3551,Animal
GCA_023982575.1_PDT001347416.1_genomic.fasta,3396,Animal
GCA_022275625.1_PDT000432631.1_genomic.fasta,2051,Human
GCA_032720035.1_PDT001927092.1_genomic.fasta,4004,Human
GCA_034487005.1_ASM3448700v1_genomic.fasta,5917,Human
GCA_018439085.1_ASM1843908v1_genomic.fasta,4546,Human
GCA_956459605.1_23_P2_6_genomic.fasta,4764,Animal
GCA_009826775.1_ASM982677v1_genomic.fasta,4392,Human
GCA_900503835.1_18858_1_94_genomic.fasta,8833,Human
GCA_900502215.1_18623_2_158_genomic.fasta,8799,Human
GCA_900510465.1_17870_2_7_genomic.fasta,683,Human
GCA_032042475.1_PDT001903232.1_genomic.fasta,786,Human
GCA_023981575.1_PDT001347380.1_genomic.fasta,1801,Human
GCA_022196185.1_PDT000715036.1_genomic.fasta,2428,Human
GCA_023573905.1_ASM2357390v1_genomic.fasta,2177,Human
GCA_022354885.1_PDT000538635.1_genomic.fasta,7323,Human
GCA_905232085.2_AI2702v1_cp_genomic.fasta,1841,Human
GCA_022203485.1_PDT000674663.1_genomic.fasta,6797,Human
GCA_964199035.1_Zagreb004_hybrid_assembly.fa.gz_genomic.fasta,4236,Human
GCA_022789205.1_ASM2278920v1_genomic.fasta,5223,Environment
GCA_947576265.1_NRZ-74327a_genomic.fasta,7861,Human
GCA_032070145.1_PDT001905076.1_genomic.fasta,2840,Human
GCA_024445875.1_PDT001368828.1_genomic.fasta,2025,Human
GCA_900559145.1_9221_7_25_genomic.fasta,6589,Human
GCA_027954045.1_PDT001580506.1_genomic.fasta,955,Human
GCA_036952325.1_ASM3695232v1_genomic.fasta,485,Animal
GCA_003584045.1_ASM358404v1_genomic.fasta,2769,Environment
GCA_022788855.1_ASM2278885v1_genomic.fasta,1434,Environment
