strain,Mash_cluster,Source
GCA_014286225.1_ASM1428622v1_genomic.fasta,1433,Human
GCA_020080125.1_ASM2008012v1_genomic.fasta,2885,Environment
GCA_034744435.1_ASM3474443v1_genomic.fasta,5761,Human
GCA_016680615.1_ASM1668061v1_genomic.fasta,4624,Human
GCA_030125225.1_ASM3012522v1_genomic.fasta,2812,Human
GCA_015278055.1_ASM1527805v1_genomic.fasta,3401,Animal
GCA_021871375.1_PDT001199554.1_genomic.fasta,57,Animal
GCA_034741795.1_ASM3474179v1_genomic.fasta,3650,Environment
GCA_024517505.1_ASM2451750v1_genomic.fasta,611,Animal
GCA_034259265.1_ASM3425926v1_genomic.fasta,5785,Human
GCA_020479665.1_ASM2047966v1_genomic.fasta,3516,Human
GCA_020481225.1_ASM2048122v1_genomic.fasta,3262,Human
GCA_024356725.1_ASM2435672v1_genomic.fasta,2079,Human
GCA_028681755.1_ASM2868175v1_genomic.fasta,5814,Animal
GCA_024355505.1_ASM2435550v1_genomic.fasta,1140,Human
GCA_040550215.1_ASM4055021v1_genomic.fasta,5602,Environment
GCA_028681925.1_ASM2868192v1_genomic.fasta,494,Animal
GCA_011078245.1_ASM1107824v1_genomic.fasta,5456,Environment
GCA_024517265.1_ASM2451726v1_genomic.fasta,3529,Animal
GCA_025754395.1_ASM2575439v1_genomic.fasta,1900,Human
GCA_002751435.1_ASM275143v1_genomic.fasta,4825,Environment
GCA_023273245.1_ASM2327324v1_genomic.fasta,1088,Human
GCA_902508285.1_ZKP32_genomic.fasta,143,Human
GCA_024517015.1_ASM2451701v1_genomic.fasta,427,Animal
GCA_024356295.1_ASM2435629v1_genomic.fasta,2358,Human
GCA_034738895.1_ASM3473889v1_genomic.fasta,1482,Human
GCA_021395555.1_ASM2139555v1_genomic.fasta,3390,Animal
GCA_039681595.1_ASM3968159v1_genomic.fasta,7,Animal
GCA_011077165.1_ASM1107716v1_genomic.fasta,279,Animal
GCA_030444155.1_ASM3044415v1_genomic.fasta,3102,Environment
GCA_024517685.1_ASM2451768v1_genomic.fasta,3198,Animal
GCA_021395425.1_ASM2139542v1_genomic.fasta,5651,Animal
GCA_020480945.1_ASM2048094v1_genomic.fasta,507,Human
GCA_003664805.1_ASM366480v1_genomic.fasta,205,Environment
GCA_040703095.1_ASM4070309v1_genomic.fasta,1850,Human
GCA_026156505.1_ASM2615650v1_genomic.fasta,1928,Human
GCA_024359265.1_ASM2435926v1_genomic.fasta,3528,Human
GCA_004127685.1_ASM412768v1_genomic.fasta,3707,Animal
GCA_034742915.1_ASM3474291v1_genomic.fasta,2228,Environment
GCA_039727585.1_ASM3972758v1_genomic.fasta,382,Environment
GCA_034869585.1_PDT002043693.1_genomic.fasta,5816,Environment
GCA_009848365.1_ASM984836v1_genomic.fasta,5587,Environment
GCA_034356535.1_PDT002026206.1_genomic.fasta,3420,Human
GCA_030443655.1_ASM3044365v1_genomic.fasta,4062,Environment
GCA_003261795.1_ASM326179v1_genomic.fasta,2351,Human
GCA_031357205.1_ASM3135720v1_genomic.fasta,2450,Environment
GCA_025175085.1_ASM2517508v1_genomic.fasta,928,Animal
GCA_013423825.1_ASM1342382v1_genomic.fasta,5392,Environment
GCA_026624085.1_ASM2662408v1_genomic.fasta,88,Human
GCA_024520795.1_ASM2452079v1_genomic.fasta,2719,Human
GCA_034743515.1_ASM3474351v1_genomic.fasta,3200,Environment
GCA_902507155.1_F3_genomic.fasta,1789,Human
GCA_024924985.1_PDT001396442.2_genomic.fasta,3316,Animal
GCA_034742295.1_ASM3474229v1_genomic.fasta,5576,Environment
GCA_021395925.1_ASM2139592v1_genomic.fasta,495,Animal
GCA_034743115.1_ASM3474311v1_genomic.fasta,2140,Environment
GCA_902507465.1_SRRSH46_genomic.fasta,5271,Human
GCA_041033055.1_ASM4103305v1_genomic.fasta,2830,Human
GCA_031317845.1_ASM3131784v1_genomic.fasta,2115,Human
GCA_034744315.1_ASM3474431v1_genomic.fasta,1070,Human
GCA_902509235.1_ZKP185_genomic.fasta,1634,Human
GCA_004127515.1_ASM412751v1_genomic.fasta,5476,Animal
GCA_034743435.1_ASM3474343v1_genomic.fasta,187,Environment
GCA_019443565.1_ASM1944356v1_genomic.fasta,2439,Human
GCA_026016985.1_PDT001474902.1_genomic.fasta,1528,Environment
GCA_029541865.1_ASM2954186v1_genomic.fasta,5747,Food
GCA_004320625.1_ASM432062v1_genomic.fasta,3192,Animal
GCA_037478015.1_ASM3747801v1_genomic.fasta,1302,Human
GCA_034742275.1_ASM3474227v1_genomic.fasta,199,Environment
GCA_035824375.1_ASM3582437v1_genomic.fasta,3037,Animal
GCA_030271975.1_ASM3027197v1_genomic.fasta,2545,Animal
GCA_038375705.1_ASM3837570v1_genomic.fasta,1751,Human
GCA_039574925.1_ASM3957492v1_genomic.fasta,3649,Human
GCA_021395315.1_ASM2139531v1_genomic.fasta,5379,Animal
GCA_039677605.1_ASM3967760v1_genomic.fasta,3778,Human
GCA_030362995.1_ASM3036299v1_genomic.fasta,5068,Human
GCA_039676245.1_ASM3967624v1_genomic.fasta,4467,Human
GCA_902509275.1_ZKP184_genomic.fasta,5493,Human
GCA_012168575.2_ASM1216857v2_genomic.fasta,5594,Human
GCA_024198865.1_ASM2419886v1_genomic.fasta,2541,Environment
GCA_022053325.1_PDT000881182.1_genomic.fasta,5307,Human
GCA_034364165.1_ASM3436416v1_genomic.fasta,5292,Human
GCA_030192155.1_ASM3019215v1_genomic.fasta,5745,Animal
GCA_030196545.1_ASM3019654v1_genomic.fasta,3609,Environment
GCA_026626245.1_ASM2662624v1_genomic.fasta,5749,Environment
GCA_024518085.1_ASM2451808v1_genomic.fasta,3621,Animal
GCA_034389915.1_ASM3438991v1_genomic.fasta,5350,Human
GCA_014283155.1_ASM1428315v1_genomic.fasta,141,Human
GCA_003664955.1_ASM366495v1_genomic.fasta,356,Environment
GCA_038375425.1_ASM3837542v1_genomic.fasta,2524,Human
GCA_004127885.1_ASM412788v1_genomic.fasta,3699,Animal
GCA_040981965.1_ASM4098196v1_genomic.fasta,3624,Animal
GCA_023347665.1_ASM2334766v1_genomic.fasta,1339,Animal
GCA_040982975.1_ASM4098297v1_genomic.fasta,2698,Animal
GCA_041090115.1_ASM4109011v1_genomic.fasta,5622,Animal
GCA_034734995.1_ASM3473499v1_genomic.fasta,1930,Human
GCA_029541905.1_ASM2954190v1_genomic.fasta,387,Food
GCA_029215245.1_PDT001661761.1_genomic.fasta,4450,Human
GCA_040939675.1_ASM4093967v1_genomic.fasta,3438,Animal
GCA_029291415.1_ASM2929141v1_genomic.fasta,4549,Environment
GCA_040688865.1_ASM4068886v1_genomic.fasta,430,Human
GCA_011077815.1_ASM1107781v1_genomic.fasta,280,Animal
GCA_014526235.1_ASM1452623v1_genomic.fasta,5430,Animal
GCA_040982205.1_ASM4098220v1_genomic.fasta,3674,Animal
GCA_902509435.1_ZKP206_genomic.fasta,1349,Human
GCA_022749475.1_ASM2274947v1_genomic.fasta,5787,Animal
GCA_029541805.1_ASM2954180v1_genomic.fasta,2417,Food
GCA_020292745.1_ASM2029274v1_genomic.fasta,515,Human
GCA_024356945.1_ASM2435694v1_genomic.fasta,462,Human
GCA_040982025.1_ASM4098202v1_genomic.fasta,5298,Animal
GCA_040991435.1_ASM4099143v1_genomic.fasta,2538,Human
GCA_022010395.1_PDT001100879.1_genomic.fasta,3666,Human
GCA_024425235.1_ASM2442523v1_genomic.fasta,2483,Animal
GCA_021967865.1_PDT001019692.1_genomic.fasta,3841,Human
GCA_034743375.1_ASM3474337v1_genomic.fasta,714,Environment
GCA_020478845.1_ASM2047884v1_genomic.fasta,3021,Human
GCA_034738015.1_ASM3473801v1_genomic.fasta,5608,Human
GCA_024198935.1_ASM2419893v1_genomic.fasta,170,Environment
GCA_030194615.1_ASM3019461v1_genomic.fasta,592,Environment
GCA_958440735.1_ERR4918976_bin.9_MetaWRAP_v1.3_MAG_genomic.fasta,1797,Human
GCA_029026845.1_ASM2902684v1_genomic.fasta,2465,Environment
GCA_036576475.1_ASM3657647v1_genomic.fasta,526,Environment
GCA_038594985.1_ASM3859498v1_genomic.fasta,5455,Animal
GCA_034393935.1_ASM3439393v1_genomic.fasta,4468,Human
GCA_024517185.1_ASM2451718v1_genomic.fasta,2446,Animal
GCA_004127875.1_ASM412787v1_genomic.fasta,3701,Animal
GCA_003664755.1_ASM366475v1_genomic.fasta,651,Environment
GCA_016754375.1_ASM1675437v1_genomic.fasta,5161,Human
GCA_034742935.1_ASM3474293v1_genomic.fasta,421,Environment
GCA_022402335.1_ASM2240233v1_genomic.fasta,2526,Human
GCA_015277995.1_ASM1527799v1_genomic.fasta,5599,Animal
GCA_015731585.1_ASM1573158v1_genomic.fasta,922,Animal
GCA_034392495.1_ASM3439249v1_genomic.fasta,4445,Human
GCA_041031025.1_ASM4103102v1_genomic.fasta,140,Human
GCA_012166915.1_ASM1216691v1_genomic.fasta,1468,Food
GCA_040981935.1_ASM4098193v1_genomic.fasta,3627,Animal
GCA_041026645.1_ASM4102664v1_genomic.fasta,298,Animal
GCA_035824055.1_ASM3582405v1_genomic.fasta,313,Animal
GCA_032743035.1_ASM3274303v1_genomic.fasta,4143,Environment
GCA_034729535.1_ASM3472953v1_genomic.fasta,359,Human
GCA_023357035.1_ASM2335703v1_genomic.fasta,4839,Human
GCA_034731315.1_ASM3473131v1_genomic.fasta,1300,Human
GCA_032681225.1_ASM3268122v1_genomic.fasta,4563,Human
GCA_041090675.1_ASM4109067v1_genomic.fasta,5740,Animal
GCA_031969155.1_PDT001899229.1_genomic.fasta,5135,Environment
GCA_034356515.1_PDT002026212.1_genomic.fasta,1903,Human
GCA_022402105.1_ASM2240210v1_genomic.fasta,1711,Human
GCA_023273255.1_ASM2327325v1_genomic.fasta,2619,Human
GCA_034742435.1_ASM3474243v1_genomic.fasta,371,Environment
GCA_025770285.1_ASM2577028v1_genomic.fasta,5822,Animal
GCA_035824855.1_ASM3582485v1_genomic.fasta,5725,Animal
GCA_030194715.1_ASM3019471v1_genomic.fasta,2379,Environment
GCA_009722775.1_ASM972277v1_genomic.fasta,4737,Human
GCA_009902145.1_ASM990214v1_genomic.fasta,2743,Human
GCA_004127595.1_ASM412759v1_genomic.fasta,259,Animal
GCA_034736515.1_ASM3473651v1_genomic.fasta,569,Human
GCA_030443305.1_ASM3044330v1_genomic.fasta,4365,Environment
GCA_040982525.1_ASM4098252v1_genomic.fasta,397,Animal
GCA_040982915.1_ASM4098291v1_genomic.fasta,3480,Animal
GCA_035871555.1_ASM3587155v1_genomic.fasta,9,Animal
GCA_036912615.1_ASM3691261v1_genomic.fasta,2231,Human
GCA_017151605.1_ASM1715160v1_genomic.fasta,667,Environment
GCA_003586205.1_ASM358620v1_genomic.fasta,26,Environment
GCA_021395885.1_ASM2139588v1_genomic.fasta,2344,Animal
GCA_024356905.1_ASM2435690v1_genomic.fasta,2229,Human
GCA_024238795.1_ASM2423879v1_genomic.fasta,1944,Human
GCA_037075945.1_ASM3707594v1_genomic.fasta,768,Animal
GCA_026626165.1_ASM2662616v1_genomic.fasta,2550,Animal
GCA_901001845.1_HAK207_genomic.fasta,1942,Human
GCA_020478555.1_ASM2047855v1_genomic.fasta,4241,Human
GCA_025755105.1_ASM2575510v1_genomic.fasta,3411,Human
GCA_021414405.1_ASM2141440v1_genomic.fasta,815,Human
GCA_034724615.1_ASM3472461v1_genomic.fasta,5514,Human
GCA_027437235.1_ASM2743723v1_genomic.fasta,458,Environment
GCA_030443375.1_ASM3044337v1_genomic.fasta,1493,Environment
GCA_018583225.1_ASM1858322v1_genomic.fasta,5481,Animal
GCA_040982445.1_ASM4098244v1_genomic.fasta,5459,Animal
GCA_027723245.1_ASM2772324v1_genomic.fasta,367,Human
GCA_037076075.1_ASM3707607v1_genomic.fasta,1272,Animal
GCA_024516725.1_ASM2451672v1_genomic.fasta,3142,Animal
GCA_025754685.1_ASM2575468v1_genomic.fasta,1115,Human
GCA_033821255.1_PDT001988606.1_genomic.fasta,5215,Environment
GCA_022275475.1_PDT000432720.1_genomic.fasta,3919,Human
GCA_029087785.1_ASM2908778v1_genomic.fasta,1463,Environment
GCA_002941095.1_ASM294109v1_genomic.fasta,2788,Animal
GCA_035871415.1_ASM3587141v1_genomic.fasta,3075,Animal
GCA_002751315.1_ASM275131v1_genomic.fasta,5223,Human
GCA_024239895.1_ASM2423989v1_genomic.fasta,566,Human
GCA_034741755.1_ASM3474175v1_genomic.fasta,2339,Food
GCA_021395715.1_ASM2139571v1_genomic.fasta,2959,Animal
GCA_020479245.1_ASM2047924v1_genomic.fasta,117,Human
GCA_025582875.1_ASM2558287v1_genomic.fasta,2120,Animal
GCA_030852285.1_ASM3085228v1_genomic.fasta,5468,Animal
GCA_040982085.1_ASM4098208v1_genomic.fasta,5300,Animal
GCA_029541885.1_ASM2954188v1_genomic.fasta,389,Food
GCA_024517825.1_ASM2451782v1_genomic.fasta,212,Animal
GCA_030443765.1_ASM3044376v1_genomic.fasta,3539,Environment
GCA_034742575.1_ASM3474257v1_genomic.fasta,1154,Environment
GCA_018502585.1_ASM1850258v1_genomic.fasta,672,Animal
GCA_022852155.1_ASM2285215v1_genomic.fasta,2873,Human
GCA_029541785.1_ASM2954178v1_genomic.fasta,2411,Food
GCA_039042175.1_ASM3904217v1_genomic.fasta,1733,Human
GCA_040987285.1_ASM4098728v1_genomic.fasta,2342,Human
GCA_040982795.1_ASM4098279v1_genomic.fasta,3299,Animal
GCA_037197415.1_ASM3719741v1_genomic.fasta,2272,Animal
GCA_038375805.1_ASM3837580v1_genomic.fasta,3602,Human
GCA_033341975.1_ASM3334197v1_genomic.fasta,171,Human
GCA_004127495.1_ASM412749v1_genomic.fasta,5478,Animal
GCA_034361885.1_ASM3436188v1_genomic.fasta,4842,Human
GCA_039519865.1_ASM3951986v1_genomic.fasta,4945,Environment
GCA_007997565.1_ASM799756v1_genomic.fasta,4376,Human
GCA_034392795.1_ASM3439279v1_genomic.fasta,5081,Human
GCA_024237175.1_ASM2423717v1_genomic.fasta,710,Human
GCA_041004885.1_W61_genomic.fasta,4672,Human
GCA_016748425.1_ASM1674842v1_genomic.fasta,3656,Human
GCA_030196005.1_ASM3019600v1_genomic.fasta,99,Animal
GCA_015338385.1_ASM1533838v1_genomic.fasta,419,Animal
GCA_023888125.1_ASM2388812v1_genomic.fasta,1979,Human
GCA_902507865.1_SRRSH92_genomic.fasta,4919,Human
GCA_023740055.1_ASM2374005v1_genomic.fasta,640,Human
GCA_001557575.1_ASM155757v1_genomic.fasta,5569,Environment
GCA_021415905.1_ASM2141590v1_genomic.fasta,4176,Human
GCA_015289765.1_ASM1528976v1_genomic.fasta,852,Human
GCA_011683205.1_ASM1168320v1_genomic.fasta,2163,Human
GCA_040141895.1_ASM4014189v1_genomic.fasta,2084,Animal
GCA_034737395.1_ASM3473739v1_genomic.fasta,437,Human
GCA_014840955.1_ASM1484095v1_genomic.fasta,2329,Animal
GCA_024517085.1_ASM2451708v1_genomic.fasta,2994,Animal
GCA_034737135.1_ASM3473713v1_genomic.fasta,248,Human
GCA_015290925.1_ASM1529092v1_genomic.fasta,1067,Animal
GCA_041037545.1_ASM4103754v1_genomic.fasta,1170,Human
GCA_027319805.1_ASM2731980v1_genomic.fasta,4890,Environment
GCA_014288205.1_ASM1428820v1_genomic.fasta,1402,Human
GCA_026626285.1_ASM2662628v1_genomic.fasta,2436,Environment
GCA_040688915.1_ASM4068891v1_genomic.fasta,3389,Human
GCA_032746415.1_ASM3274641v1_genomic.fasta,4144,Environment
GCA_034389995.1_ASM3438999v1_genomic.fasta,5885,Human
GCA_009856855.1_ASM985685v1_genomic.fasta,5311,Human
GCA_028682015.1_ASM2868201v1_genomic.fasta,1167,Animal
GCA_041042885.1_ASM4104288v1_genomic.fasta,5310,Human
GCA_024517125.1_ASM2451712v1_genomic.fasta,849,Animal
GCA_041035385.1_ASM4103538v1_genomic.fasta,4198,Human
GCA_018449325.1_ASM1844932v1_genomic.fasta,5283,Animal
GCA_021395615.1_ASM2139561v1_genomic.fasta,5297,Animal
GCA_014282725.1_ASM1428272v1_genomic.fasta,4269,Human
GCA_002258005.2_ASM225800v2_genomic.fasta,2108,Human
GCA_027437135.1_ASM2743713v1_genomic.fasta,2182,Environment
GCA_039573275.1_ASM3957327v1_genomic.fasta,5675,Human
GCA_041095715.1_ASM4109571v1_genomic.fasta,5851,Animal
GCA_021530935.1_ASM2153093v1_genomic.fasta,519,Human
GCA_024517165.1_ASM2451716v1_genomic.fasta,3132,Animal
GCA_034365225.1_ASM3436522v1_genomic.fasta,2712,Human
GCA_024517205.1_ASM2451720v1_genomic.fasta,2196,Animal
GCA_024757165.1_ASM2475716v1_genomic.fasta,4297,Human
GCA_022011395.1_PDT001130520.1_genomic.fasta,1161,Human
GCA_039555645.1_ASM3955564v1_genomic.fasta,3737,Human
GCA_028681975.1_ASM2868197v1_genomic.fasta,135,Animal
GCA_021970735.1_PDT001019561.1_genomic.fasta,3823,Human
GCA_024757455.1_ASM2475745v1_genomic.fasta,3804,Human
GCA_032873155.1_ASM3287315v1_genomic.fasta,2555,Animal
GCA_024240535.1_ASM2424053v1_genomic.fasta,3110,Human
GCA_040982465.1_ASM4098246v1_genomic.fasta,398,Animal
GCA_024516965.1_ASM2451696v1_genomic.fasta,2486,Animal
GCA_034738035.1_ASM3473803v1_genomic.fasta,353,Human
GCA_040982255.1_ASM4098225v1_genomic.fasta,5734,Animal
GCA_037075955.1_ASM3707595v1_genomic.fasta,686,Animal
GCA_024517105.1_ASM2451710v1_genomic.fasta,3523,Animal
GCA_020294805.1_ASM2029480v1_genomic.fasta,3026,Human
GCA_022559765.1_ASM2255976v1_genomic.fasta,3640,Animal
GCA_025908435.1_ASM2590843v1_genomic.fasta,769,Animal
GCA_040986785.1_ASM4098678v1_genomic.fasta,938,Human
GCA_004127485.1_ASM412748v1_genomic.fasta,5615,Animal
GCA_024356505.1_ASM2435650v1_genomic.fasta,3536,Human
GCA_030271935.1_ASM3027193v1_genomic.fasta,2717,Animal
GCA_034743715.1_ASM3474371v1_genomic.fasta,1480,Environment
GCA_030972825.1_ASM3097282v1_genomic.fasta,957,Human
GCA_034738355.1_ASM3473835v1_genomic.fasta,597,Human
GCA_036329265.1_ASM3632926v1_genomic.fasta,4120,Human
GCA_040688875.1_ASM4068887v1_genomic.fasta,3404,Human
GCA_012113635.1_ASM1211363v1_genomic.fasta,3513,Food
GCA_023740125.1_ASM2374012v1_genomic.fasta,1276,Human
GCA_012167215.1_ASM1216721v1_genomic.fasta,2415,Food
GCA_007995505.1_ASM799550v1_genomic.fasta,5162,Human
GCA_024517565.1_ASM2451756v1_genomic.fasta,2137,Animal
GCA_022856005.1_ASM2285600v1_genomic.fasta,4977,Human
GCA_032746855.1_ASM3274685v1_genomic.fasta,2963,Environment
GCA_025176705.1_ASM2517670v1_genomic.fasta,5786,Animal
GCA_019401945.1_ASM1940194v1_genomic.fasta,657,Human
GCA_023355595.1_ASM2335559v1_genomic.fasta,3752,Human
GCA_902507705.1_SRRSH56_genomic.fasta,5447,Human
GCA_034724535.1_ASM3472453v1_genomic.fasta,793,Human
GCA_024517745.1_ASM2451774v1_genomic.fasta,5458,Animal
GCA_020169255.1_ASM2016925v1_genomic.fasta,5653,Animal
GCA_034743675.1_ASM3474367v1_genomic.fasta,5818,Environment
GCA_028124555.1_PDT001396444.2_genomic.fasta,2773,Animal
GCA_029223945.1_ASM2922394v1_genomic.fasta,5798,Animal
